Id,ManagementAreaId,MeasurementTypeId,Measurement,Value,Rank,TriggerValue
1401,750,3,SomaticCellCount,1273.0,9,High
1401,750,4,Fat,4.47,7,Low
1401,750,8,ES,8.28,8,Low
1402,750,3,SomaticCellCount,1288.0,9,High
1402,750,4,Fat,4.66,7,Low
1402,750,8,ES,8.51,8,Low
1403,750,3,SomaticCellCount,1117.0,9,High
1403,750,4,Fat,4.47,7,Low
1403,750,8,ES,8.4,8,Low
1404,750,3,SomaticCellCount,1062.0,9,High
1404,750,4,Fat,4.46,7,Low
1404,750,8,ES,8.37,8,Low
1405,750,3,SomaticCellCount,1176.0,9,High
1405,750,4,Fat,4.57,7,Low
1405,750,8,ES,8.44,8,Low
1406,750,3,SomaticCellCount,1010.0,9,High
1406,750,4,Fat,4.31,7,Low
1406,750,8,ES,8.22,8,Low
1407,750,3,SomaticCellCount,1161.0,9,High
1407,750,4,Fat,4.6,7,Low
1407,750,8,ES,8.58,8,Low
1408,750,3,SomaticCellCount,1233.0,9,High
1408,750,4,Fat,4.74,7,Low
1408,750,8,ES,8.65,8,Low
1409,750,3,SomaticCellCount,1044.0,9,High
1409,750,4,Fat,4.81,7,Low
1409,750,8,ES,8.75,8,Low
1410,750,3,SomaticCellCount,1182.0,9,High
1410,750,4,Fat,5.31,7,Adequate
1410,750,8,ES,9.27,8,Low
1411,750,3,SomaticCellCount,917.0,9,High
1411,750,4,Fat,5.06,7,Low
1411,750,8,ES,8.97,8,Low
1412,750,3,SomaticCellCount,1059.0,9,High
1412,750,4,Fat,5.28,7,Adequate
1412,750,8,ES,9.2,8,Low
1413,750,3,SomaticCellCount,1302.0,9,High
1413,750,4,Fat,5.15,7,Low
1413,750,8,ES,9.06,8,Low
1414,750,3,SomaticCellCount,950.0,9,High
1414,750,4,Fat,4.83,7,Low
1414,750,8,ES,8.71,8,Low
1415,1524,2,EQ,7.449999999999999,9,Low
1415,1524,3,SomaticCellCount,1981.0,10,High
1415,1524,4,Fat,4.06,2,Low
1415,1524,5,Protein,3.39,6,Low
1415,1524,7,Urea,511.0,7,Adequate
1415,1524,8,ES,7.45,3,Low
1415,1524,11,FreezingPoint,0.554,1,Adequate
1416,1524,2,EQ,7.7,9,Low
1416,1524,3,SomaticCellCount,1235.0,10,Adequate
1416,1524,4,Fat,4.25,2,Low
1416,1524,5,Protein,3.45,6,Low
1416,1524,6,Bacteria,43.0,5,Adequate
1416,1524,7,Urea,515.0,7,Adequate
1416,1524,8,ES,7.7,3,Low
1416,1524,11,FreezingPoint,0.547,1,Adequate
1417,1524,2,EQ,7.67,9,Low
1417,1524,3,SomaticCellCount,1052.0,10,Adequate
1417,1524,4,Fat,4.3,2,Low
1417,1524,5,Protein,3.37,6,Low
1417,1524,7,Urea,535.0,7,Adequate
1417,1524,8,ES,7.67,3,Low
1417,1524,11,FreezingPoint,0.549,1,Adequate
1418,1524,2,EQ,7.35,9,Low
1418,1524,3,SomaticCellCount,1032.0,10,Adequate
1418,1524,4,Fat,3.94,2,Low
1418,1524,5,Protein,3.41,6,Low
1418,1524,7,Urea,535.0,7,Adequate
1418,1524,8,ES,7.35,3,Low
1418,1524,11,FreezingPoint,0.552,1,Adequate
1419,1524,2,EQ,7.55,9,Low
1419,1524,3,SomaticCellCount,1098.0,10,Adequate
1419,1524,4,Fat,4.04,2,Low
1419,1524,5,Protein,3.51,6,Low
1419,1524,6,Bacteria,52.0,5,Adequate
1419,1524,7,Urea,510.0,7,Adequate
1419,1524,8,ES,7.55,3,Low
1419,1524,11,FreezingPoint,0.556,1,Adequate
1420,1524,2,EQ,8.45,9,Low
1420,1524,3,SomaticCellCount,1244.0,10,Adequate
1420,1524,4,Fat,4.97,2,Adequate
1420,1524,5,Protein,3.48,6,Low
1420,1524,7,Urea,500.0,7,Adequate
1420,1524,8,ES,8.45,3,Low
1420,1524,11,FreezingPoint,0.557,1,Adequate
1421,1524,2,EQ,7.25,9,Low
1421,1524,3,SomaticCellCount,1299.0,10,Adequate
1421,1524,4,Fat,3.78,2,Low
1421,1524,5,Protein,3.47,6,Low
1421,1524,7,Urea,459.0,7,Adequate
1421,1524,8,ES,7.25,3,Low
1421,1524,11,FreezingPoint,0.551,1,Adequate
1422,1524,2,EQ,7.390000000000001,9,Low
1422,1524,3,SomaticCellCount,1153.0,10,Adequate
1422,1524,4,Fat,3.99,2,Low
1422,1524,5,Protein,3.4,6,Low
1422,1524,7,Urea,467.0,7,Adequate
1422,1524,8,ES,7.39,3,Low
1422,1524,11,FreezingPoint,0.551,1,Adequate
1423,1524,2,EQ,7.95,9,Low
1423,1524,3,SomaticCellCount,1250.0,10,Adequate
1423,1524,4,Fat,4.53,2,Low
1423,1524,5,Protein,3.42,6,Low
1423,1524,6,Bacteria,80.0,5,High
1423,1524,7,Urea,542.0,7,Adequate
1423,1524,8,ES,7.95,3,Low
1423,1524,11,FreezingPoint,0.562,1,Adequate
1424,1524,2,EQ,7.540000000000001,9,Low
1424,1524,3,SomaticCellCount,902.0,10,Adequate
1424,1524,4,Fat,4.15,2,Low
1424,1524,5,Protein,3.39,6,Low
1424,1524,6,Bacteria,61.0,5,Adequate
1424,1524,7,Urea,524.0,7,Adequate
1424,1524,8,ES,7.54,3,Low
1424,1524,11,FreezingPoint,0.559,1,Adequate
1425,1524,2,EQ,8.12,9,Low
1425,1524,3,SomaticCellCount,1763.0,10,High
1425,1524,4,Fat,4.64,2,Low
1425,1524,5,Protein,3.48,6,Low
1425,1524,7,Urea,553.0,7,High
1425,1524,8,ES,8.12,3,Low
1425,1524,11,FreezingPoint,0.561,1,Adequate
1426,1524,2,EQ,8.3,9,Low
1426,1524,3,SomaticCellCount,1981.0,10,High
1426,1524,4,Fat,4.75,2,Adequate
1426,1524,5,Protein,3.55,6,Low
1426,1524,7,Urea,484.0,7,Adequate
1426,1524,8,ES,8.3,3,Low
1426,1524,11,FreezingPoint,0.56,1,Adequate
1448,750,3,SomaticCellCount,1297.0,9,High
1448,750,4,Fat,4.36,7,Low
1448,750,8,ES,8.18,8,Low
1449,750,3,SomaticCellCount,1231.0,9,High
1449,750,4,Fat,4.15,7,Low
1449,750,8,ES,7.99,8,Low
1450,1524,2,EQ,8.29,9,Low
1450,1524,3,SomaticCellCount,2953.0,10,High
1450,1524,4,Fat,4.79,2,Adequate
1450,1524,5,Protein,3.5,6,Low
1450,1524,7,Urea,547.0,7,Adequate
1450,1524,8,ES,8.29,3,Low
1450,1524,11,FreezingPoint,0.554,1,Adequate
1451,1524,2,EQ,6.6,9,Danger Zone Low
1451,1524,3,SomaticCellCount,1795.0,10,High
1451,1524,4,Fat,3.16,2,Low
1451,1524,5,Protein,3.44,6,Low
1451,1524,6,Bacteria,202.0,5,Danger Zone High
1451,1524,7,Urea,512.0,7,Adequate
1451,1524,8,ES,6.6,3,Danger Zone Low
1451,1524,11,FreezingPoint,0.553,1,Adequate
1453,1524,2,EQ,7.41,9,Low
1453,1524,3,SomaticCellCount,1613.0,10,High
1453,1524,4,Fat,4.03,2,Low
1453,1524,5,Protein,3.38,6,Low
1453,1524,7,Urea,554.0,7,High
1453,1524,8,ES,7.41,3,Low
1453,1524,11,FreezingPoint,0.552,1,Adequate
1455,750,3,SomaticCellCount,1214.0,9,High
1455,750,4,Fat,4.36,7,Low
1455,750,8,ES,8.28,8,Low
1456,1524,2,EQ,7.95,9,Low
1456,1524,3,SomaticCellCount,1721.0,10,High
1456,1524,4,Fat,4.46,2,Low
1456,1524,5,Protein,3.49,6,Low
1456,1524,6,Bacteria,37.0,5,Adequate
1456,1524,7,Urea,524.0,7,Adequate
1456,1524,8,ES,7.95,3,Low
1456,1524,11,FreezingPoint,0.562,1,Adequate
1460,750,3,SomaticCellCount,1142.0,9,High
1460,750,4,Fat,4.08,7,Low
1460,750,8,ES,7.9,8,Low
1461,750,3,SomaticCellCount,1088.0,9,High
1461,750,4,Fat,4.39,7,Low
1461,750,8,ES,8.25,8,Low
1462,1524,2,EQ,6.970000000000001,9,Low
1462,1524,3,SomaticCellCount,1540.0,10,High
1462,1524,4,Fat,3.5,2,Low
1462,1524,5,Protein,3.47,6,Low
1462,1524,7,Urea,462.0,7,Adequate
1462,1524,8,ES,6.97,3,Low
1462,1524,11,FreezingPoint,0.563,1,Adequate
1463,1524,2,EQ,7.01,9,Low
1463,1524,3,SomaticCellCount,1509.0,10,High
1463,1524,4,Fat,3.55,2,Low
1463,1524,5,Protein,3.46,6,Low
1463,1524,6,Bacteria,84.0,5,High
1463,1524,7,Urea,460.0,7,Adequate
1463,1524,8,ES,7.01,3,Low
1463,1524,11,FreezingPoint,0.556,1,Adequate
1464,1524,2,EQ,7.26,9,Low
1464,1524,3,SomaticCellCount,2186.0,10,High
1464,1524,4,Fat,3.69,2,Low
1464,1524,5,Protein,3.57,6,Low
1464,1524,6,Bacteria,8740.0,5,Danger Zone High
1464,1524,7,Urea,447.0,7,Low
1464,1524,8,ES,7.26,3,Low
1464,1524,11,FreezingPoint,0.58,1,Adequate
1466,1524,2,EQ,7.66,9,Low
1466,1524,3,SomaticCellCount,1481.0,10,High
1466,1524,4,Fat,4.19,2,Low
1466,1524,5,Protein,3.47,6,Low
1466,1524,6,Bacteria,28.0,5,Adequate
1466,1524,7,Urea,477.0,7,Adequate
1466,1524,8,ES,7.66,3,Low
1466,1524,11,FreezingPoint,0.558,1,Adequate
1468,1524,2,EQ,6.93,9,Low
1468,1524,3,SomaticCellCount,1574.0,10,High
1468,1524,4,Fat,3.43,2,Low
1468,1524,5,Protein,3.5,6,Low
1468,1524,7,Urea,540.0,7,Adequate
1468,1524,8,ES,6.93,3,Low
1468,1524,11,FreezingPoint,0.547,1,Adequate
1470,750,3,SomaticCellCount,973.0,9,High
1470,750,4,Fat,4.01,7,Low
1470,750,8,ES,7.79,8,Low
1471,750,3,SomaticCellCount,1090.0,9,High
1471,750,4,Fat,4.04,7,Low
1471,750,8,ES,7.87,8,Low
1473,750,3,SomaticCellCount,1113.0,9,High
1473,750,4,Fat,4.43,7,Low
1473,750,8,ES,8.22,8,Low
1474,750,3,SomaticCellCount,1537.0,9,High
1474,750,4,Fat,4.19,7,Low
1474,750,8,ES,7.98,8,Low
1476,1524,2,EQ,6.640000000000001,9,Danger Zone Low
1476,1524,3,SomaticCellCount,1337.0,10,Adequate
1476,1524,4,Fat,3.2,2,Low
1476,1524,5,Protein,3.44,6,Low
1476,1524,7,Urea,475.0,7,Adequate
1476,1524,8,ES,6.64,3,Danger Zone Low
1476,1524,11,FreezingPoint,0.552,1,Adequate
1477,1524,2,EQ,7.64,9,Low
1477,1524,3,SomaticCellCount,1813.0,10,High
1477,1524,4,Fat,4.06,2,Low
1477,1524,5,Protein,3.58,6,Low
1477,1524,7,Urea,494.0,7,Adequate
1477,1524,8,ES,7.64,3,Low
1477,1524,11,FreezingPoint,0.568,1,Adequate
1478,1524,2,EQ,7.5,9,Low
1478,1524,3,SomaticCellCount,1848.0,10,High
1478,1524,4,Fat,3.99,2,Low
1478,1524,5,Protein,3.51,6,Low
1478,1524,7,Urea,350.0,7,Danger Zone Low
1478,1524,8,ES,7.5,3,Low
1478,1524,11,FreezingPoint,0.569,1,Adequate
1481,750,3,SomaticCellCount,1160.0,9,High
1481,750,4,Fat,4.23,7,Low
1481,750,8,ES,7.95,8,Low
1482,1524,2,EQ,6.73,9,Low
1482,1524,3,SomaticCellCount,1921.0,10,High
1482,1524,4,Fat,3.36,2,Low
1482,1524,5,Protein,3.37,6,Low
1482,1524,6,Bacteria,68.0,5,Adequate
1482,1524,7,Urea,421.0,7,Low
1482,1524,8,ES,6.73,3,Low
1482,1524,11,FreezingPoint,0.552,1,Adequate
1485,750,3,SomaticCellCount,1217.0,9,High
1485,750,4,Fat,4.07,7,Low
1485,750,8,ES,7.75,8,Low
1486,750,3,SomaticCellCount,1196.0,9,High
1486,750,4,Fat,4.16,7,Low
1486,750,8,ES,7.93,8,Low
1487,1524,2,EQ,7.02,9,Low
1487,1524,3,SomaticCellCount,800.0,10,Adequate
1487,1524,4,Fat,3.63,2,Low
1487,1524,5,Protein,3.39,6,Low
1487,1524,7,Urea,496.0,7,Adequate
1487,1524,8,ES,7.02,3,Low
1487,1524,11,FreezingPoint,0.575,1,Adequate
1488,1524,2,EQ,8.030000000000001,9,Low
1488,1524,3,SomaticCellCount,2278.0,10,High
1488,1524,4,Fat,4.69,2,Adequate
1488,1524,5,Protein,3.34,6,Low
1488,1524,7,Urea,430.0,7,Low
1488,1524,8,ES,8.03,3,Low
1488,1524,11,FreezingPoint,0.554,1,Adequate
1492,750,3,SomaticCellCount,1459.0,9,High
1492,750,4,Fat,4.23,7,Low
1492,750,8,ES,7.99,8,Low
1493,750,3,SomaticCellCount,1073.0,9,High
1493,750,4,Fat,4.05,7,Low
1493,750,8,ES,7.78,8,Low
1495,1524,2,EQ,6.7,9,Low
1495,1524,3,SomaticCellCount,813.0,10,Adequate
1495,1524,4,Fat,3.29,2,Low
1495,1524,5,Protein,3.41,6,Low
1495,1524,6,Bacteria,144.0,5,High
1495,1524,7,Urea,536.0,7,Adequate
1495,1524,8,ES,6.7,3,Low
1495,1524,11,FreezingPoint,0.567,1,Adequate
1496,1524,2,EQ,6.74,9,Low
1496,1524,3,SomaticCellCount,1122.0,10,Adequate
1496,1524,4,Fat,3.37,2,Low
1496,1524,5,Protein,3.37,6,Low
1496,1524,6,Bacteria,136.0,5,High
1496,1524,7,Urea,573.0,7,High
1496,1524,8,ES,6.74,3,Low
1496,1524,11,FreezingPoint,0.565,1,Adequate
1499,750,3,SomaticCellCount,1427.0,9,High
1499,750,4,Fat,3.71,7,Low
1499,750,8,ES,7.1,8,Danger Zone Low
1500,750,3,SomaticCellCount,1333.0,9,High
1500,750,4,Fat,3.92,7,Low
1500,750,8,ES,7.74,8,Low
1501,1524,2,EQ,6.699999999999999,9,Low
1501,1524,3,SomaticCellCount,1421.0,10,High
1501,1524,4,Fat,3.4,2,Low
1501,1524,5,Protein,3.3,6,Low
1501,1524,6,Bacteria,180.0,5,Danger Zone High
1501,1524,7,Urea,513.0,7,Adequate
1501,1524,8,ES,6.7,3,Low
1501,1524,11,FreezingPoint,0.555,1,Adequate
1502,1524,2,EQ,6.470000000000001,9,Danger Zone Low
1502,1524,3,SomaticCellCount,1181.0,10,Adequate
1502,1524,4,Fat,3.1,2,Danger Zone Low
1502,1524,5,Protein,3.37,6,Low
1502,1524,7,Urea,508.0,7,Adequate
1502,1524,8,ES,6.47,3,Danger Zone Low
1502,1524,11,FreezingPoint,0.56,1,Adequate
1506,750,3,SomaticCellCount,1448.0,9,High
1506,750,4,Fat,4.14,7,Low
1506,750,8,ES,7.92,8,Low
1509,1524,2,EQ,7.7700000000000005,9,Low
1509,1524,3,SomaticCellCount,2571.0,10,High
1509,1524,4,Fat,4.48,2,Low
1509,1524,5,Protein,3.29,6,Low
1509,1524,7,Urea,549.0,7,Adequate
1509,1524,8,ES,7.77,3,Low
1509,1524,11,FreezingPoint,0.563,1,Adequate
1510,1524,2,EQ,7.4399999999999995,9,Low
1510,1524,3,SomaticCellCount,2197.0,10,High
1510,1524,4,Fat,4.21,2,Low
1510,1524,5,Protein,3.23,6,Low
1510,1524,7,Urea,539.0,7,Adequate
1510,1524,8,ES,7.44,3,Low
1510,1524,11,FreezingPoint,0.559,1,Adequate
1512,750,3,SomaticCellCount,1304.0,9,High
1512,750,4,Fat,4.16,7,Low
1512,750,8,ES,7.89,8,Low
1513,750,3,SomaticCellCount,1447.0,9,High
1513,750,4,Fat,4.23,7,Low
1513,750,8,ES,7.94,8,Low
1514,1524,2,EQ,7.08,9,Low
1514,1524,3,SomaticCellCount,2854.0,10,High
1514,1524,4,Fat,3.82,2,Low
1514,1524,5,Protein,3.26,6,Low
1514,1524,6,Bacteria,20.0,5,Adequate
1514,1524,7,Urea,504.0,7,Adequate
1514,1524,8,ES,7.08,3,Low
1514,1524,11,FreezingPoint,0.553,1,Adequate
1518,750,3,SomaticCellCount,1221.0,9,High
1518,750,4,Fat,4.19,7,Low
1518,750,8,ES,7.94,8,Low
1519,750,3,SomaticCellCount,1339.0,9,High
1519,750,4,Fat,4.27,7,Low
1519,750,8,ES,8.0,8,Low
1520,1524,2,EQ,6.8,9,Low
1520,1524,3,SomaticCellCount,1330.0,10,Adequate
1520,1524,4,Fat,3.34,2,Low
1520,1524,5,Protein,3.46,6,Low
1520,1524,6,Bacteria,46.0,5,Adequate
1520,1524,7,Urea,514.0,7,Adequate
1520,1524,8,ES,6.8,3,Low
1520,1524,11,FreezingPoint,0.561,1,Adequate
1521,1524,2,EQ,6.74,9,Low
1521,1524,3,SomaticCellCount,1596.0,10,High
1521,1524,4,Fat,3.35,2,Low
1521,1524,5,Protein,3.39,6,Low
1521,1524,7,Urea,505.0,7,Adequate
1521,1524,8,ES,6.74,3,Low
1521,1524,11,FreezingPoint,0.551,1,Adequate
1522,750,3,SomaticCellCount,1291.0,9,High
1522,750,4,Fat,4.29,7,Low
1522,750,8,ES,8.03,8,Low
1523,750,3,SomaticCellCount,1150.0,9,High
1523,750,4,Fat,4.06,7,Low
1523,750,8,ES,7.75,8,Low
1524,1524,2,EQ,6.71,9,Low
1524,1524,3,SomaticCellCount,1308.0,10,Adequate
1524,1524,4,Fat,3.23,2,Low
1524,1524,5,Protein,3.48,6,Low
1524,1524,6,Bacteria,71.0,5,Adequate
1524,1524,7,Urea,545.0,7,Adequate
1524,1524,8,ES,6.71,3,Low
1524,1524,11,FreezingPoint,0.559,1,Adequate
1525,1524,2,EQ,6.59,9,Danger Zone Low
1525,1524,3,SomaticCellCount,1263.0,10,Adequate
1525,1524,4,Fat,3.15,2,Low
1525,1524,5,Protein,3.44,6,Low
1525,1524,6,Bacteria,235.0,5,Danger Zone High
1525,1524,7,Urea,521.0,7,Adequate
1525,1524,8,ES,6.59,3,Danger Zone Low
1525,1524,11,FreezingPoint,0.568,1,Adequate
1528,1524,2,EQ,8.0,9,Low
1528,1524,3,SomaticCellCount,2750.0,10,High
1528,1524,4,Fat,4.66,2,Low
1528,1524,5,Protein,3.34,6,Low
1528,1524,6,Bacteria,46.0,5,Adequate
1528,1524,7,Urea,314.0,7,Danger Zone Low
1528,1524,8,ES,8.0,3,Low
1528,1524,11,FreezingPoint,0.564,1,Adequate
1529,750,3,SomaticCellCount,1393.0,9,High
1529,750,4,Fat,4.4,7,Low
1529,750,8,ES,7.95,8,Low
1530,750,3,SomaticCellCount,1079.0,9,High
1530,750,4,Fat,4.36,7,Low
1530,750,8,ES,7.97,8,Low
1531,750,3,SomaticCellCount,1198.0,9,High
1531,750,4,Fat,4.27,7,Low
1531,750,8,ES,7.91,8,Low
1533,1524,2,EQ,7.0600000000000005,9,Low
1533,1524,3,SomaticCellCount,1702.0,10,High
1533,1524,4,Fat,3.68,2,Low
1533,1524,5,Protein,3.38,6,Low
1533,1524,6,Bacteria,22.0,5,Adequate
1533,1524,7,Urea,522.0,7,Adequate
1533,1524,8,ES,7.06,3,Low
1533,1524,11,FreezingPoint,0.562,1,Adequate
1534,1524,2,EQ,7.32,9,Low
1534,1524,3,SomaticCellCount,1272.0,10,Adequate
1534,1524,4,Fat,4.0,2,Low
1534,1524,5,Protein,3.32,6,Low
1534,1524,6,Bacteria,28.0,5,Adequate
1534,1524,7,Urea,544.0,7,Adequate
1534,1524,8,ES,7.32,3,Low
1534,1524,11,FreezingPoint,0.565,1,Adequate
1535,750,3,SomaticCellCount,1612.0,9,High
1535,750,4,Fat,4.56,7,Low
1535,750,8,ES,8.12,8,Low
1536,750,3,SomaticCellCount,1168.0,9,High
1536,750,4,Fat,4.5,7,Low
1536,750,8,ES,8.06,8,Low
1537,1524,2,EQ,7.34,9,Low
1537,1524,3,SomaticCellCount,2414.0,10,High
1537,1524,4,Fat,3.96,2,Low
1537,1524,5,Protein,3.38,6,Low
1537,1524,6,Bacteria,33.0,5,Adequate
1537,1524,7,Urea,530.0,7,Adequate
1537,1524,8,ES,7.34,3,Low
1537,1524,11,FreezingPoint,0.574,1,Adequate
1547,750,3,SomaticCellCount,1229.0,9,High
1547,750,4,Fat,4.14,7,Low
1547,750,8,ES,7.55,8,Low
1548,750,3,SomaticCellCount,1301.0,9,High
1548,750,4,Fat,4.33,7,Low
1548,750,8,ES,7.79,8,Low
1549,1524,2,EQ,7.21,9,Low
1549,1524,3,SomaticCellCount,1913.0,10,High
1549,1524,4,Fat,3.84,2,Low
1549,1524,5,Protein,3.37,6,Low
1549,1524,6,Bacteria,18.0,5,Adequate
1549,1524,7,Urea,532.0,7,Adequate
1549,1524,8,ES,7.21,3,Low
1549,1524,11,FreezingPoint,0.565,1,Adequate
1550,1524,2,EQ,7.01,9,Low
1550,1524,3,SomaticCellCount,2004.0,10,High
1550,1524,4,Fat,3.61,2,Low
1550,1524,5,Protein,3.4,6,Low
1550,1524,6,Bacteria,192.0,5,Danger Zone High
1550,1524,7,Urea,538.0,7,Adequate
1550,1524,8,ES,7.01,3,Low
1550,1524,11,FreezingPoint,0.571,1,Adequate
1552,750,3,SomaticCellCount,1373.0,9,High
1552,750,4,Fat,4.54,7,Low
1552,750,8,ES,8.06,8,Low
1553,1524,2,EQ,8.120000000000001,9,Low
1553,1524,3,SomaticCellCount,2805.0,10,High
1553,1524,4,Fat,4.57,2,Low
1553,1524,5,Protein,3.55,6,Low
1553,1524,6,Bacteria,40.0,5,Adequate
1553,1524,7,Urea,534.0,7,Adequate
1553,1524,8,ES,8.12,3,Low
1553,1524,11,FreezingPoint,0.567,1,Adequate
1554,1524,2,EQ,7.83,9,Low
1554,1524,3,SomaticCellCount,3207.0,10,High
1554,1524,4,Fat,4.3,2,Low
1554,1524,5,Protein,3.53,6,Low
1554,1524,6,Bacteria,289.0,5,Danger Zone High
1554,1524,7,Urea,522.0,7,Adequate
1554,1524,8,ES,7.83,3,Low
1554,1524,11,FreezingPoint,0.579,1,Adequate
1555,1524,2,EQ,7.550000000000001,9,Low
1555,1524,3,SomaticCellCount,2434.0,10,High
1555,1524,4,Fat,4.12,2,Low
1555,1524,5,Protein,3.43,6,Low
1555,1524,6,Bacteria,22.0,5,Adequate
1555,1524,7,Urea,546.0,7,Adequate
1555,1524,8,ES,7.55,3,Low
1555,1524,11,FreezingPoint,0.569,1,Adequate
1558,750,3,SomaticCellCount,1254.0,9,High
1558,750,4,Fat,4.48,7,Low
1558,750,8,ES,7.97,8,Low
1559,750,3,SomaticCellCount,1342.0,9,High
1559,750,4,Fat,4.52,7,Low
1559,750,8,ES,8.04,8,Low
1560,1524,2,EQ,7.83,9,Low
1560,1524,3,SomaticCellCount,3645.0,10,Danger Zone High
1560,1524,4,Fat,4.16,2,Low
1560,1524,5,Protein,3.67,6,Low
1560,1524,6,Bacteria,27.0,5,Adequate
1560,1524,7,Urea,489.0,7,Adequate
1560,1524,8,ES,7.83,3,Low
1560,1524,11,FreezingPoint,0.569,1,Adequate
1604,750,3,SomaticCellCount,1607.0,9,High
1604,750,4,Fat,4.66,7,Low
1604,750,8,ES,8.22,8,Low
1605,750,3,SomaticCellCount,1229.0,9,High
1605,750,4,Fat,4.53,7,Low
1605,750,8,ES,8.1,8,Low
1606,1524,2,EQ,7.51,9,Low
1606,1524,3,SomaticCellCount,7954.0,10,Danger Zone High
1606,1524,4,Fat,3.69,2,Low
1606,1524,5,Protein,3.82,6,Low
1606,1524,6,Bacteria,299.0,5,Danger Zone High
1606,1524,7,Urea,374.0,7,Danger Zone Low
1606,1524,8,ES,7.51,3,Low
1606,1524,11,FreezingPoint,0.563,1,Adequate
1607,1524,2,EQ,8.86,9,Adequate
1607,1524,3,SomaticCellCount,2652.0,10,High
1607,1524,4,Fat,5.42,2,Adequate
1607,1524,5,Protein,3.44,6,Low
1607,1524,6,Bacteria,31.0,5,Adequate
1607,1524,7,Urea,414.0,7,Low
1607,1524,8,ES,8.86,3,Adequate
1607,1524,11,FreezingPoint,0.574,1,Adequate
1621,750,3,SomaticCellCount,1146.0,9,High
1621,750,4,Fat,4.44,7,Low
1621,750,8,ES,7.96,8,Low
1624,750,3,SomaticCellCount,1148.0,9,High
1624,750,4,Fat,4.4,7,Low
1624,750,8,ES,7.92,8,Low
1625,1524,2,EQ,7.49,9,Low
1625,1524,3,SomaticCellCount,3853.0,10,Danger Zone High
1625,1524,4,Fat,3.93,2,Low
1625,1524,5,Protein,3.56,6,Low
1625,1524,6,Bacteria,37.0,5,Adequate
1625,1524,7,Urea,398.0,7,Danger Zone Low
1625,1524,8,ES,7.49,3,Low
1625,1524,11,FreezingPoint,0.565,1,Adequate
1629,750,3,SomaticCellCount,1760.0,9,High
1629,750,4,Fat,4.61,7,Low
1629,750,8,ES,8.13,8,Low
1632,1524,2,EQ,7.8100000000000005,9,Low
1632,1524,3,SomaticCellCount,3042.0,10,High
1632,1524,4,Fat,4.21,2,Low
1632,1524,5,Protein,3.6,6,Low
1632,1524,6,Bacteria,118.0,5,High
1632,1524,7,Urea,572.0,7,High
1632,1524,8,ES,7.81,3,Low
1632,1524,11,FreezingPoint,0.563,1,Adequate
1633,1524,2,EQ,7.66,9,Low
1633,1524,3,SomaticCellCount,2895.0,10,High
1633,1524,4,Fat,4.2,2,Low
1633,1524,5,Protein,3.46,6,Low
1633,1524,6,Bacteria,46.0,5,Adequate
1633,1524,7,Urea,575.0,7,High
1633,1524,8,ES,7.66,3,Low
1633,1524,11,FreezingPoint,0.557,1,Adequate
1634,1524,2,EQ,7.3,9,Low
1634,1524,3,SomaticCellCount,3228.0,10,High
1634,1524,4,Fat,3.75,2,Low
1634,1524,5,Protein,3.55,6,Low
1634,1524,6,Bacteria,54.0,5,Adequate
1634,1524,7,Urea,547.0,7,Adequate
1634,1524,8,ES,7.3,3,Low
1634,1524,11,FreezingPoint,0.567,1,Adequate
1635,750,3,SomaticCellCount,1279.0,9,High
1635,750,4,Fat,4.43,7,Low
1635,750,8,ES,7.92,8,Low
1636,750,3,SomaticCellCount,1340.0,9,High
1636,750,4,Fat,4.4,7,Low
1636,750,8,ES,7.87,8,Low
1637,1524,2,EQ,7.51,9,Low
1637,1524,3,SomaticCellCount,2746.0,10,High
1637,1524,4,Fat,4.07,2,Low
1637,1524,5,Protein,3.44,6,Low
1637,1524,6,Bacteria,33.0,5,Adequate
1637,1524,7,Urea,611.0,7,Danger Zone High
1637,1524,8,ES,7.51,3,Low
1637,1524,11,FreezingPoint,0.56,1,Adequate
1640,750,3,SomaticCellCount,1656.0,9,High
1640,750,4,Fat,4.74,7,Low
1640,750,8,ES,8.31,8,Low
1641,750,3,SomaticCellCount,1226.0,9,High
1641,750,4,Fat,4.54,7,Low
1641,750,8,ES,7.96,8,Low
1642,1524,2,EQ,7.51,9,Low
1642,1524,3,SomaticCellCount,2775.0,10,High
1642,1524,4,Fat,4.05,2,Low
1642,1524,5,Protein,3.46,6,Low
1642,1524,6,Bacteria,248.0,5,Danger Zone High
1642,1524,7,Urea,634.0,7,Danger Zone High
1642,1524,8,ES,7.51,3,Low
1642,1524,11,FreezingPoint,0.548,1,Adequate
1643,1524,2,EQ,6.85,9,Low
1643,1524,3,SomaticCellCount,3333.0,10,Danger Zone High
1643,1524,4,Fat,3.32,2,Low
1643,1524,5,Protein,3.53,6,Low
1643,1524,6,Bacteria,47.0,5,Adequate
1643,1524,7,Urea,635.0,7,Danger Zone High
1643,1524,8,ES,6.85,3,Low
1643,1524,11,FreezingPoint,0.554,1,Adequate
1646,750,3,SomaticCellCount,1337.0,9,High
1646,750,4,Fat,4.28,7,Low
1646,750,8,ES,7.79,8,Low
1647,750,3,SomaticCellCount,1289.0,9,High
1647,750,4,Fat,4.49,7,Low
1647,750,8,ES,8.02,8,Low
1648,1867,2,EQ,10.54,9,Low
1648,1867,3,SomaticCellCount,1217.0,8,High
